hash_family;5
hash_number;10
area_number;255
bit_mapping;20
cells_number;1048576
cell_size;1
byte_size;1048576
members;65280
collisions;167023
sparsity;0.53672695
a-priori fpp;0.00045692
fpp;0.00045538
a-priori safeness probability;0.03130724
area;members;expected cells;self-collisions;cells;expected emersion;emersion;a-priori fpp;fpp;a-priori isep;expected ise;isep;a-priori safep
208;256;2280;8;2310;0.89159244;0.90517241;0.00000000;0.00000000;0.00000000;0.00000006;0.00000000;0.99999994
209;256;2285;4;2283;0.89377183;0.89319247;0.00000000;0.00000000;0.00000000;0.00000005;0.00000000;0.99999994
210;256;2291;2;2295;0.89595658;0.89718533;0.00000000;0.00000000;0.00000000;0.00000004;0.00000000;0.99999994
211;256;2296;4;2308;0.89814663;0.90297341;0.00000000;0.00000000;0.00000000;0.00000003;0.00000000;0.99999994
212;256;2302;0;2302;0.90034205;0.89921874;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;1.00000000
213;256;2308;2;2299;0.90254283;0.89874899;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;1.00000000
214;256;2313;3;2323;0.90474904;0.90848649;0.00000000;0.00000000;0.00000000;0.00000002;0.00000000;1.00000000
215;256;2319;6;2312;0.90696055;0.90524668;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;1.00000000
216;256;2325;6;2334;0.90917754;0.91386062;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;1.00000000
217;256;2330;2;2318;0.91139990;0.90617669;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;1.00000000
218;256;2336;5;2319;0.91362774;0.90763211;0.00000000;0.00000000;0.00000000;0.00000001;0.00000000;1.00000000
219;256;2342;4;2360;0.91586101;0.92331767;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
220;256;2347;3;2355;0.91809970;0.92100120;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
221;256;2353;1;2354;0.92034394;0.91989058;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
222;256;2359;3;2393;0.92259359;0.93586236;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
223;256;2365;4;2393;0.92484879;0.93622845;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
224;256;2371;6;2365;0.92710948;0.92599845;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
225;256;2376;3;2383;0.92937571;0.93195152;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
226;256;2382;3;2386;0.93164742;0.93312478;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
227;256;2388;3;2388;0.93392473;0.93390691;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
228;256;2394;2;2390;0.93620765;0.93432367;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
229;256;2400;9;2386;0.93849611;0.93531948;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
230;256;2405;5;2403;0.94079012;0.94050878;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
231;256;2411;1;2420;0.94308978;0.94568193;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
232;256;2417;4;2408;0.94539505;0.94209701;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
233;256;2423;5;2436;0.94770598;0.95342463;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
234;256;2429;3;2418;0.95002258;0.94563943;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
235;256;2435;1;2429;0.95234478;0.94919890;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
236;256;2441;3;2461;0.95467269;0.96245599;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
237;256;2447;6;2447;0.95700628;0.95810491;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
238;256;2453;1;2465;0.95934558;0.96326691;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
239;256;2459;2;2464;0.96169060;0.96325254;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
240;256;2465;2;2467;0.96404135;0.96442533;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
241;256;2471;2;2459;0.96639782;0.96129787;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
242;256;2477;2;2483;0.96876007;0.97068024;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
243;256;2483;2;2482;0.97112811;0.97028929;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
244;256;2489;2;2499;0.97350192;0.97693509;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
245;256;2495;1;2491;0.97588152;0.97342712;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
246;256;2501;3;2509;0.97826695;0.98122799;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
247;256;2507;2;2513;0.98065823;0.98240811;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
248;256;2514;0;2518;0.98305535;0.98359376;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
249;256;2520;2;2528;0.98545831;0.98827207;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
250;256;2526;7;2521;0.98786718;0.98746574;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
251;256;2532;3;2529;0.99028188;0.98904967;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
252;256;2538;4;2539;0.99270254;0.99334896;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
253;256;2544;2;2543;0.99512911;0.99413604;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
254;256;2551;5;2554;0.99756157;0.99960864;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
255;256;2557;4;2556;1.00000000;1.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
